monitoring_id,state,latitude,longitude,rainfall_mm
1,Sikkim,27.229363653390614,88.0623587590842,5.1
2,Sikkim,27.279363653390615,88.0623587590842,5.1
3,Sikkim,27.329363653390615,88.0623587590842,0.0
4,Sikkim,27.379363653390616,88.0623587590842,0.0
5,Sikkim,27.479363653390617,88.0623587590842,0.0
6,Sikkim,27.179363653390613,88.1123587590842,2.6
7,Sikkim,27.229363653390614,88.1123587590842,2.4
8,Sikkim,27.279363653390615,88.1123587590842,2.4
9,Sikkim,27.329363653390615,88.1123587590842,7.5
10,Sikkim,27.379363653390616,88.1123587590842,7.5
11,Sikkim,27.429363653390617,88.1123587590842,9.8
12,Sikkim,27.479363653390617,88.1123587590842,9.8
13,Sikkim,27.529363653390618,88.1123587590842,3.0
14,Sikkim,27.57936365339062,88.1123587590842,3.0
15,Sikkim,27.129363653390612,88.1623587590842,2.6
16,Sikkim,27.179363653390613,88.1623587590842,2.6
17,Sikkim,27.229363653390614,88.1623587590842,2.4
18,Sikkim,27.279363653390615,88.1623587590842,2.4
19,Sikkim,27.329363653390615,88.1623587590842,7.5
20,Sikkim,27.379363653390616,88.1623587590842,7.5
21,Sikkim,27.429363653390617,88.1623587590842,9.8
22,Sikkim,27.479363653390617,88.1623587590842,9.8
23,Sikkim,27.529363653390618,88.1623587590842,3.0
24,Sikkim,27.57936365339062,88.1623587590842,3.0
25,Sikkim,27.62936365339062,88.1623587590842,1.6
26,Sikkim,27.67936365339062,88.1623587590842,1.6
27,Sikkim,27.72936365339062,88.1623587590842,0.0
28,Sikkim,27.879363653390623,88.1623587590842,0.0
29,Sikkim,27.929363653390624,88.1623587590842,1.4
30,Sikkim,27.179363653390613,88.2123587590842,1.3
31,Sikkim,27.229363653390614,88.2123587590842,1.6
32,Sikkim,27.279363653390615,88.2123587590842,1.6
33,Sikkim,27.329363653390615,88.2123587590842,2.7
34,Sikkim,27.379363653390616,88.2123587590842,2.7
35,Sikkim,27.429363653390617,88.2123587590842,2.3
36,Sikkim,27.479363653390617,88.2123587590842,2.3
37,Sikkim,27.529363653390618,88.2123587590842,3.2
38,Sikkim,27.57936365339062,88.2123587590842,3.2
39,Sikkim,27.62936365339062,88.2123587590842,2.1
40,Sikkim,27.67936365339062,88.2123587590842,2.1
41,Sikkim,27.72936365339062,88.2123587590842,2.8
42,Sikkim,27.77936365339062,88.2123587590842,2.8
43,Sikkim,27.829363653390622,88.2123587590842,0.7
44,Sikkim,27.879363653390623,88.2123587590842,0.7
45,Sikkim,27.929363653390624,88.2123587590842,0.0
46,Sikkim,27.129363653390612,88.2623587590842,1.3
47,Sikkim,27.179363653390613,88.2623587590842,1.3
48,Sikkim,27.229363653390614,88.2623587590842,1.6
49,Sikkim,27.279363653390615,88.2623587590842,1.6
50,Sikkim,27.329363653390615,88.2623587590842,2.7
51,Sikkim,27.379363653390616,88.2623587590842,2.7
52,Sikkim,27.429363653390617,88.2623587590842,2.3
53,Sikkim,27.479363653390617,88.2623587590842,2.3
54,Sikkim,27.529363653390618,88.2623587590842,3.2
55,Sikkim,27.57936365339062,88.2623587590842,3.2
56,Sikkim,27.62936365339062,88.2623587590842,2.1
57,Sikkim,27.67936365339062,88.2623587590842,2.1
58,Sikkim,27.72936365339062,88.2623587590842,2.8
59,Sikkim,27.77936365339062,88.2623587590842,2.8
60,Sikkim,27.829363653390622,88.2623587590842,0.7
61,Sikkim,27.879363653390623,88.2623587590842,0.7
62,Sikkim,27.929363653390624,88.2623587590842,0.0
63,Sikkim,27.129363653390612,88.31235875908419,1.0
64,Sikkim,27.179363653390613,88.31235875908419,1.0
65,Sikkim,27.229363653390614,88.31235875908419,0.5
66,Sikkim,27.279363653390615,88.31235875908419,0.5
67,Sikkim,27.329363653390615,88.31235875908419,2.0
68,Sikkim,27.379363653390616,88.31235875908419,2.0
69,Sikkim,27.429363653390617,88.31235875908419,1.6
70,Sikkim,27.479363653390617,88.31235875908419,1.6
71,Sikkim,27.529363653390618,88.31235875908419,3.3
72,Sikkim,27.57936365339062,88.31235875908419,3.3
73,Sikkim,27.62936365339062,88.31235875908419,2.4
74,Sikkim,27.67936365339062,88.31235875908419,2.4
75,Sikkim,27.72936365339062,88.31235875908419,1.7
76,Sikkim,27.77936365339062,88.31235875908419,1.7
77,Sikkim,27.829363653390622,88.31235875908419,1.2
78,Sikkim,27.879363653390623,88.31235875908419,1.2
79,Sikkim,27.929363653390624,88.31235875908419,0.3
80,Sikkim,27.129363653390612,88.36235875908419,1.0
81,Sikkim,27.179363653390613,88.36235875908419,1.0
82,Sikkim,27.229363653390614,88.36235875908419,0.5
83,Sikkim,27.279363653390615,88.36235875908419,0.5
84,Sikkim,27.329363653390615,88.36235875908419,2.0
85,Sikkim,27.379363653390616,88.36235875908419,2.0
86,Sikkim,27.429363653390617,88.36235875908419,1.6
87,Sikkim,27.479363653390617,88.36235875908419,1.6
88,Sikkim,27.529363653390618,88.36235875908419,3.3
89,Sikkim,27.57936365339062,88.36235875908419,3.3
90,Sikkim,27.62936365339062,88.36235875908419,2.4
91,Sikkim,27.67936365339062,88.36235875908419,2.4
92,Sikkim,27.72936365339062,88.36235875908419,1.7
93,Sikkim,27.77936365339062,88.36235875908419,1.7
94,Sikkim,27.829363653390622,88.36235875908419,1.2
95,Sikkim,27.879363653390623,88.36235875908419,1.2
96,Sikkim,27.929363653390624,88.36235875908419,0.3
97,Sikkim,27.979363653390624,88.36235875908419,0.3
98,Sikkim,27.129363653390612,88.41235875908419,0.8
99,Sikkim,27.179363653390613,88.41235875908419,0.8
100,Sikkim,27.229363653390614,88.41235875908419,0.3
101,Sikkim,27.279363653390615,88.41235875908419,0.3
102,Sikkim,27.329363653390615,88.41235875908419,0.2
103,Sikkim,27.379363653390616,88.41235875908419,0.2
104,Sikkim,27.429363653390617,88.41235875908419,0.8
105,Sikkim,27.479363653390617,88.41235875908419,0.8
106,Sikkim,27.529363653390618,88.41235875908419,2.5
107,Sikkim,27.57936365339062,88.41235875908419,2.5
108,Sikkim,27.62936365339062,88.41235875908419,1.9
109,Sikkim,27.67936365339062,88.41235875908419,1.9
110,Sikkim,27.72936365339062,88.41235875908419,1.2
111,Sikkim,27.77936365339062,88.41235875908419,1.2
112,Sikkim,27.829363653390622,88.41235875908419,0.8
113,Sikkim,27.879363653390623,88.41235875908419,0.8
114,Sikkim,27.929363653390624,88.41235875908419,0.3
115,Sikkim,27.979363653390624,88.41235875908419,0.3
116,Sikkim,27.129363653390612,88.46235875908418,0.8
117,Sikkim,27.179363653390613,88.46235875908418,0.8
118,Sikkim,27.229363653390614,88.46235875908418,0.3
119,Sikkim,27.279363653390615,88.46235875908418,0.3
120,Sikkim,27.329363653390615,88.46235875908418,0.2
121,Sikkim,27.379363653390616,88.46235875908418,0.2
122,Sikkim,27.429363653390617,88.46235875908418,0.8
123,Sikkim,27.479363653390617,88.46235875908418,0.8
124,Sikkim,27.529363653390618,88.46235875908418,2.5
125,Sikkim,27.57936365339062,88.46235875908418,2.5
126,Sikkim,27.62936365339062,88.46235875908418,1.9
127,Sikkim,27.67936365339062,88.46235875908418,1.9
128,Sikkim,27.72936365339062,88.46235875908418,1.2
129,Sikkim,27.77936365339062,88.46235875908418,1.2
130,Sikkim,27.829363653390622,88.46235875908418,0.8
131,Sikkim,27.879363653390623,88.46235875908418,0.8
132,Sikkim,27.929363653390624,88.46235875908418,0.3
133,Sikkim,27.979363653390624,88.46235875908418,0.3
134,Sikkim,27.179363653390613,88.51235875908418,0.0
135,Sikkim,27.229363653390614,88.51235875908418,0.2
136,Sikkim,27.279363653390615,88.51235875908418,0.2
