state,longitude,latitude,rainfall_mean_mm,rainfall_max_mm,rainfall_min_mm
Assam,92.75000406429172,25.649999041110277,0.29999998211860657,0.800000011920929,0.0
Assam,93.05000406876206,26.34999905154109,7.97777795791626,18.100000381469727,2.299999952316284
Assam,92.0500040538609,26.64999905601144,2.48888897895813,4.5,0.6000000238418579
Assam,93.2500040717423,26.749999057501554,1.4888888597488403,3.299999952316284,0.5
Assam,95.65000410750508,27.749999072402716,0.3888888955116272,1.2000000476837158,0.0
Assam,92.55000406131148,25.04999903216958,7.777777671813965,16.399999618530273,2.700000047683716
Assam,92.95000406727195,24.449999023228884,40.42222213745117,65.80000305175781,19.799999237060547
Assam,94.05000408366323,27.14999906346202,6.05555534362793,7.5,4.599999904632568
Assam,94.15000408515334,27.249999064952135,9.233333587646484,23.100000381469727,4.5
Assam,94.75000409409404,27.449999067932367,4.6888885498046875,9.600000381469727,2.4000000953674316
Assam,91.15000404044986,26.749999057501554,0.0555555559694767,0.20000000298023224,0.0
Assam,95.7500041089952,27.549999069422483,1.5666667222976685,5.099999904632568,0.0
Assam,90.85000403597951,26.34999905154109,1.1666666269302368,7.400000095367432,0.0
Assam,94.25000408664346,27.049999061971903,10.11111068725586,14.0,6.5
Assam,90.55000403150916,26.449999053031206,0.8444445133209229,2.9000000953674316,0.0
Assam,92.15000405535102,26.449999053031206,6.1777777671813965,9.800000190734863,3.700000047683716
Assam,93.15000407025218,26.04999904707074,5.5333333015441895,9.800000190734863,2.5
Assam,92.75000406429172,24.849999029189348,18.69999885559082,24.399999618530273,16.100000381469727
Assam,91.25000404193997,25.949999045580626,3.9777772426605225,9.899999618530273,0.8999999761581421
Assam,92.25000405684114,26.64999905601144,7.422221660614014,14.699999809265137,2.4000000953674316
Assam,93.05000406876206,25.749999042600393,1.6222223043441772,5.800000190734863,0.10000000149011612
Assam,92.6500040628016,24.549999024719,25.444442749023438,33.29999923706055,20.200000762939453
Assam,95.35000410303473,27.34999906644225,0.8666666746139526,2.700000047683716,0.10000000149011612
Assam,91.15000404044986,26.249999050050974,1.644444465637207,5.699999809265137,0.10000000149011612
Assam,93.2500040717423,25.449999038130045,0.18888889253139496,0.699999988079071,0.0
Assam,90.7500040344894,26.64999905601144,1.0888888835906982,3.700000047683716,0.20000000298023224
Assam,94.85000409558415,27.449999067932367,3.6666667461395264,6.5,2.4000000953674316
Assam,92.75000406429172,26.04999904707074,8.677778244018555,38.70000076293945,1.399999976158142
Assam,92.55000406131148,26.949999060481787,3.6333329677581787,9.600000381469727,0.0
Assam,91.35000404343009,26.64999905601144,0.3888888955116272,1.2999999523162842,0.0
Assam,90.25000402703881,26.249999050050974,1.4777778387069702,2.799999952316284,0.6000000238418579
Assam,92.45000405982137,26.549999054521322,24.25555419921875,48.900001525878906,7.199999809265137
Assam,90.05000402405858,26.04999904707074,2.9000000953674316,5.300000190734863,0.4000000059604645
Assam,93.35000407323241,26.949999060481787,0.20000000298023224,0.800000011920929,0.0
Assam,94.25000408664346,26.64999905601144,7.222222328186035,15.5,0.699999988079071
Assam,94.25000408664346,27.34999906644225,11.433332443237305,24.299999237060547,4.5
Assam,92.45000405982137,24.849999029189348,12.122222900390625,16.600000381469727,0.0
Assam,91.15000404044986,26.34999905154109,1.0333333015441895,3.4000000953674316,0.10000000149011612
Assam,93.35000407323241,26.04999904707074,12.100000381469727,36.5,1.399999976158142
Assam,93.75000407919288,26.84999905899167,1.5888888835906982,5.0,0.20000000298023224
Assam,95.25000410154462,27.849999073892832,0.14444445073604584,1.100000023841858,0.0
Assam,92.45000405982137,24.349999021738768,26.46666717529297,36.400001525878906,22.100000381469727
Assam,93.2500040717423,26.34999905154109,3.299999952316284,9.0,0.30000001192092896
